EG	ECK	Gene	Syn	Type	Len	Ori	LeftEnd	RightEnd	Cs	MW	Protein	Function	Description	Comments	GI	SP	b#	ASAP	JW	CG	
EG11239	ECK0755	ybhA	modD	aa	272	Counterclockwise	797613	798431	17.18	30201.31	pyridoxal phosphate (PLP) phosphatase	Putative enzyme; Not classified	Pyridoxal phosphate (PLP) phosphatase; phosphoramidase; physiological role unknown; HAD14	HAD superfamily. In vitro activities demonstrated by Kuznetsova et al. (2005, 2006). ybhA is a non-essential gene.	1786982	P21829	b0766	2607	JW0749	Null
EG11240	ECK1412	hokB	ydcB	aa	49	Counterclockwise	1491922	1492071	32.14	5625.81	toxic polypeptide, small	Null	Small toxic membrane polypeptide; homologous to plasmid-encoded plasmid stabilization toxins regulated by antisense RNA; functional relevance of chromosomal homologs is unknown	Null	48994884	P77494	b4428	47283	JW5225	Null
EG11241	ECK0888	ycaC	None	aa	208	Counterclockwise	944931	945557	20.36	23100.31	putative isochorismatase family hydrolase	Null	Predicted hydrolase, isochorismatase family, function unknown; homologous to pyrazinamidase and carbamoylsarcosine amidohydrolase; homooctamer	Leu-155 is a Met-155 in the crystallized protein, a commercial GAD prep from Worthington.	1787124	P21367	b0897	3050	JW0880	Null
EG11242	ECK0889	ycaD	None	aa	382	Clockwise	945871	947019	20.38	41431.55	putative MFS transporter, inner membrane protein	Putative transport; Not classified	Predicted MFS transporter, function unknown; inner membrane protein	YcaD is a member of the Major Facilitator Superfamily (MFS) of transporters.	1787126	P21503	b0898	3056	JW0881	Null
EG11244	ECK2918	yggE	None	aa	246	Counterclockwise	3067340	3068080	66.08	26635.26	oxidative stress defense protein	Phenotype; Not classified	Oxidative stress defense, DUF541 family, mechanism unknown	YggE has been detected as a membrane-bound homo-octamer (Maddalo, 2011).	1789289	P0ADS6	b2922	9588	JW2889	Null
EG11245	ECK2926	yggF	yggK	aa	321	Counterclockwise	3075217	3076182	66.25	34323.43	fructose 1,6 bisphosphatase isozyme	Null	Fructose 1,6 bisphosphatase activity	YggF and GlpX are paralogs.	1789298	P21437	b2930	9615	JW2897	Null
EG11246	ECK1329	uspE	ydaA	aa	316	Counterclockwise	1397672	1398622	30.11	35706.88	stress-induced protein	Null	Stress-induced protein; UV-resistance; tandem Usp domains	Null	; 1787594	P0AAC0	b1333	4472	JW1327	CG77032
EG11247	ECK2779	rlmD	rumA, ygcA	aa	433	Counterclockwise	2913699	2915000	62.77	48052.22	23S rRNA m(5)U1939 methyltransferase, SAM-dependent	Enzyme; rRNA modification	23S rRNA m(5)U1939 methyltransferase, SAM-dependent	Although the purified RlmD protein had its N-terminus sequenced (reported in Medline 21883956, Agarwalla et al.) it is not included in the Verified set since translation was forced at the predicted start codon. All other evidence does point to this being the correct start. The initial Met is cleaved off.	; 1789148	P55135	b2785	9127	JW2756	CG75780
EG11249	ECK2776	mazF	chpA, chpAK	aa	111	Counterclockwise	2910756	2911091	62.71	12098.04	mRNA interferase toxin, antitoxin is MazE	Putative factor; Not classified	mRNA interferase toxin, antitoxin is MazE; inhibitor of translation by mRNA cleavage	MazF is a sequence-specific (ACA) endoribonuclease, induced by amino acid starvation, but in a lon-dependent, ppGpp-independent fashion. MazE homodimer binds two homodimers of MazF. MazF inhibitory effects on translation is reversed by tmRNA. MazF-mediated cell death requires the NNWNN pentapeptide (called EFD for Extracellular Death Factor) appears to be derived from the zwf gene (residues 199-203) and ClpXP is implicated in its production; AsnA appears to be responsible for the NNWDN to NNWNN conversion; ygeO was thought to be required to generate the pentapeptide (in MC4100) but subsequent work demonstrated that overproduction of Zwf could suppresss the YgeO' mutant defect, indicating a secondary role for YgeO' (Kolodkin-Gal, 2007; 2008). ygeO' is an apparent pseudogene in MG1655 and in MC4100 as well, so the ygeO' pseudogene is not responsible for the failure of MG1655 to produce or respond to normal levels of ECD. The MazF ortholog of M. xanthus mediates programmed cell death during fruiting body formation (Nariya, 2008).	; 1789145	P0AE70	b2782	9119	JW2753	CG33287
EG11250	ECK4220	chpS	chpBI, yjfB	aa	83	Clockwise	4448447	4448698	95.84	9271.58	antitoxin of the ChpBS toxin-antitoxin system	Phenotype; Not classified	ChpS antitoxin, toxin is ChpB	Null	; 87082393	P08365	b4224	13820	JW5750	CG33293
EG11251	ECK1202	ychA	sirB1(S.t.)	aa	269	Clockwise	1267320	1268129	27.30	30841.37	transglutaminase-like TPR-repeat protein	Putative enzyme; Not classified	Transglutaminase-like TPR-repeat protein	YchA has an N-terminal transglutaminase-like domain (PF13369) and a C-terminal TPR-repeat domain (PF13371). YchA(SirB1) of Salmonella upregulates sirC expression, but E. coli K-12 does not have a sirC ortholog (Rakeman, 1999).	1787465	P0AGM5	b1214	4074	JW1205	Null
EG11252	ECK0914	mukE	kicA, ycbA	aa	234	Clockwise	975622	976326	21.02	26974.50	chromosome condensin MukBEF, MukE localization factor	Null	Chromosome condensin MukBEF, MukE localization factor	Condensin is required for chromosome partitioning and compaction. Null mutants die above 30C and produce some anucleate cells at permissive temperatures. MukE is involved in focal subcellular localization of MukBEF (She, 2012).	; 1787153	P22524	b0923	3136	JW0906	CG31751
EG11253	ECK0916	ldtD	ycbB	aa	615	Clockwise	981047	982894	21.14	67812.49	murein L,D-transpeptidase	Enzyme; Murein sacculus, peptidoglycan	Murein L,D-transpeptidase, periplasmic	LdtD(YcbB) catalyzes the rare meso-DAP(3)-->meso-DAP(3) murein cross-links (Magnet, 2008). The first 30 aa of LdtD are predicted to be a type I signal peptide.	1787155	P22525	b0925	3142	JW0908	Null
EG11254	ECK0629	rlmH	ybeA	aa	155	Counterclockwise	668248	668715	14.40	17341.11	23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent	Enzyme; rRNA modification	23S rRNA m(3)Psi1915 pseudouridine methyltransferase; SAM-dependent	SPOUT family methyltransferase. Founding function member of UPF0247.	1786855	P0A8I8	b0636	2180	JW0631	Null
EG11255	ECK0630	rsfS	rsfA, slm3, ybeB	aa	105	Counterclockwise	668719	669036	14.41	11582.23	ribosomal silencing factor	Factor; Ribosomes - maturation and modification	Ribosomal silencing factor	RsfS(YbeB) binds to ribosomal protein L14 and impairs ribosomal subunit joining during stationary phase and nutrient shift-down (Häuser, 2012). RsfS(YbeB) is homologous to the iojap pattern-striping gene of maize; DUF143 family. rsfS(ybeB) is a non-essential gene as shown by the tolerance of an insertion; the polar slm3 insertion is a synthetic lethal with minCD and causes a wide-cell phenotype in min+ cells; the rsfS(ybeB) phenotypes were attributed to reduced expression of downstream genes mrdA(pbpA) and/or mrdB(rodA), not rsfS(ybeB) itself, as shown with complementing plasmids (Bernhardt, 2004). The published gene name rsfA is changed to rsfS to avoid conflicts with different genes named rsfA earlier (P. Uetz, personal communication). RsfS(YbeB) is a ribosome-associated protein (Jiang, 2007).	87081768	P0AAT6	b0637	2183	JW5090	Null
EG11256	ECK0377	iraP	yaiB	aa	86	Clockwise	401386	401646	8.65	9937.48	anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein	Null	Anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein	IraP interferes with RssB, ClpXP-dependent degradation of RpoS by interacting directly with RssB.	1786581	P0AAN9	b0382	1313	JW0373	Null
EG11257	ECK0380	yaiC	adrA(S.t.)	aa	371	Clockwise	403703	404818	8.70	41537.50	diguanylate cyclase, cellulose regualtor	Null	Cellulose, biofilm, motility regulator, diguanylate cyclase; CsgD-regulated; membrane sensor protein	YaiC has an N-terminal MASE2 (PF05230) transmembrane sensory domain and a C-terminal GGDEF domain. RpoS regulon (Weber, 2006). YaiC/YoaC may be a c-di-GMP synthesis/degradation module regulated by CsgA involved in controlling cellulose biosynthesis (Brombacher, 2006).	; 1786584	P0AAP1	b0385	1336	JW0376	CG81115
EG11258	ECK0895	focA	ycaE	aa	285	Counterclockwise	953609	954466	20.54	30990.73	formate channel	Putative transport; Degradation of small molecules: Carbon compounds	Formate channel; mutants are hypophosphite resistance and have elevated intracellular formate and reduced excreted formate	FocA is a membrane protein with six TM regions. GUG start codon confirmed by mutagenesis.	; 1787132	P0AC23	b0904	3073	JW0887	CG31732
EG11259	ECK4175	rnr	vacB, yjeC	aa	813	Clockwise	4406654	4409095	94.94	92109.19	exoribonuclease R, RNase R	Putative enzyme; Not classified	Exoribonuclease R, RNase R	YbeY and RNase R work together to remove 33 nucleotides from the 3' end of rRNA and to degrade aberrant rRNAs; YbeY has in vitro RNase activity (Jacod, 2013). Four ribonucleases, Rnc, Rnr, Pnp and Rph, redundantly process 16S rRNA, and although this does not rule out a role for YbeY as co-ribonuclease with Rnr, the role of YbeY as being the nuclease activity responsible for the removal of the 33 nucleotides at the 3' end of 16S rRNA has been questioned (Sulthana, 2013). RNase R (Rnr) is de-stabilized by proteolysis in exponential phase relative to stationary phase due to Pka-mediated acetylation of Rnr Lys544 in exponential phase only; lysine-acetylated Rnr binds tmRNA-SmpB tightly for exponential phase Rnr protein degradation (Liang, 2010; Liang, 2011). Rnr is specifically required for SsrA-SmpB-dependent decay of non-stop aberrant mRNAs (Richards, 2006). The N-terminal cold shock domains are required for an intrinsic Rnr RNA unwinding (helicase) activity (Awano, 2009). The cold shock domains are dispensible for Rnr RNase activity on structured RNAs (Vincent, 2009). rnr is transiently induced after a cold shock. rnr is orthologous with Shigella virulence gene vacB. 	; 87082383	P21499	b4179	13678	JW5741	CG34417
EG11260	ECK3758	yifB	None	aa	506	Counterclockwise	3948449	3949969	85.07	55146.35	magnesium chelatase family protein and putative transcriptional regulator	Putative regulator; Not classified	Competence Mg chelatase ComM homolog, function unknown	ComM homolog. yifB is predicted to have a CRP-S promoter co-regulated by both Crp and Sxy (Cameron, 2006).	1790201	P22787	b3765	12300	JW3738	Null
EG11261	ECK0842	nfsA	mda18, mdaA, snrA(S.t.), ybjB	aa	240	Clockwise	891184	891906	19.20	26800.69	nitroreductase A, NADPH-dependent, FMN-dependent	Phenotype; Not classified	Nitroreductase A; oxygen-insensitive, NADPH, FMN-dependent, major; reduces a variety of nitroaromatics, e.g. dihydropteridine, nitrofurantoin, nitrofurazone, quinones; SoxS regulon; homodimeric	NfsA overexpression results in resistance to cytotoxic drugs including Adriamycin and the tumoricidal agent DMP 840. nfsA is in the MprA regulon (Marbach, 2012). nfsA is co-transcribed with ybjC. nfsA, nfsB, rutE, and ydjA are paralogs. 16/258 NfsA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	; 1787075	P17117	b0851	2900	JW0835	CG454
EG11262	ECK3352	tsgA	gutS, yhfC, yhfH	aa	393	Clockwise	3492568	3493749	75.24	43166.40	putative transporter	Putative transport; Not classified	Putative transporter, tellurite-inducible, function unknown; also induced by selenite	Major Facilitator Superfamily (MFS).	1789764	P60778	b3364	10997	JW3327	Null
EG11263	ECK3309	gspB	pinO, pioO	aa	139	Counterclockwise	3453508	3453927	74.40	15876.00	part of gsp divergon involved in type II protein secretion	Factor; DNA - replication, repair, restriction/modification	Part of H-NS-silenced gsp-alpha (T2SS-alpha) divergon, type II protein secretion; cloned gsp-alpha (T2SS-alpha) divergon secretes ChiA, requires gspAB operon	GspB is a distant homolog or convergent analog of exeB of A. hydrophila, which is required for protein export, specifically for the export and assembly of secretin (ExeD/GspD) into the outer membrane. GspB has a single predicted N-terminal transmembrane segment (28-50), followed by a predicted periplasmic domain, which may interact with GspA. GspA may interact with GspB. A divergon is a regulon comprised of two adjacent divergent operons or genes. gspB was initially identified as an ORF that might be the 11.3 kDa PinO protein synthesized in the absence of isoleucine in relA stains (Guzman, 1991). But GspB is predicted to be 15.9 kDa and has isoleucine residues and there is no evidence that gspB encodes the PinO peptide or that it binds calcium. No homology to calmodulin or other calcium-binding proteins is predicted. gspB may have been mistaken for pinO due to use of a downstream ATG as start codon, but the 11 kD C-terminal fragment does have an Ile reside in it, making gspB inconsistent with pinO. pioO was the prior gene name assigned to pinO since the gene name pin was already taken.	; 1789719	P03825	b3322	10865	JW3284	CG53557
EG11265	ECK0901	cmk	mssA, ycaF, ycaG	aa	227	Clockwise	961201	961884	20.71	24746.34	cytidylate kinase	Enzyme; Pyrimidine ribonucleotide biosynthesis	Cytidylate kinase; multicopy suppressor of UMP kinase mutations	8/82 Cmk peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed; 5/82 peptide masses also indicate the Met is occasionally not clipped (Maillet, 2007).	; 1787139	P0A6I0	b0910	3101	JW0893	CG31736
EG11266	ECK3605	waaH	yibD	aa	344	Counterclockwise	3789047	3790081	81.63	40524.37	LPS(HepIII)-glucuronic acid glycosyltransferase	Putative regulator; Not classified	LPS(HepIII)-glucuronic acid glycosyltransferase	WaaH(YibD) is the glycosyltransferase responsible for adding beta-glucuronic acid (GlcUA) to the third heptose (HepIII) of LPS; GlucUA-modified LPS lacks phosphate on HepII (Klein, 2013). waaH(yibD) is in the PhoB regulon (Baek, 2006). BasRS regulon.	1790044	P11290	b3615	11826	JW3590	Null
EG11267	ECK3552	yiaB	None	aa	113	Counterclockwise	3727407	3727748	80.30	12555.18	YiaAB family inner membrane protein	Null	YiaAB family inner membrane protein	YiaB may also have a degenerate C-terminal YiaB domain. YiaB has been topology mapped using protein fusions. yiaB and yiaA are paralogs. Probable false positive lipoprotein prediction, Cys not conserved.	; 87082293	P11286	b3563	11634	JW5654	CG77810
EG11268	ECK3274	fmt	yhdD	aa	315	Clockwise	3434214	3435161	73.99	34168.46	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Methionyl-tRNA formyltransferase	Null	; 1789683	P23882	b3288	10781	JW3249	CG33616
EG11269	ECK2013	hisL	None	aa	16	Clockwise	2089996	2090046	45.03	2081.31	his operon leader peptide	Leader; Amino acid biosynthesis: Histidine	his operon leader peptide	Null	1788329	P60995	b2018	6710	JW2000	Null
EG11270	ECK3759	ilvL	None	aa	32	Clockwise	3950322	3950420	85.11	3231.09	ilvG operon leader peptide	Leader; Amino acid biosynthesis: Isoleucine, Valine	ilvG operon leader peptide	Null	1790202	P62522	b3766	12307	JW3739	Null
EG11271	ECK2595	pheL	pheAE	aa	15	Clockwise	2737599	2737646	58.98	1924.34	pheA gene leader peptide	Leader; Amino acid biosynthesis: Phenylalanine	pheA gene regulatory leader peptide	Null	1788950	P0AD72	b2598	8543	JW2579	Null
EG11272	ECK1713	pheM	phtL	aa	14	Counterclockwise	1799226	1799270	38.76	1762.06	phenylalanyl-tRNA synthetase operon leader peptide	Leader; Aminoacyl tRNA synthetases, tRNA modification	pheST operon regulatory leader peptide	Null	1788008	P0AD74	b1715	5727	JW1705	Null
EG11274	ECK1259	trpL	trpEE	aa	14	Counterclockwise	1323038	1323082	28.50	1723.11	trp operon leader peptide	Leader; Amino acid biosynthesis: Tryptophan	Regulatory leader peptide for trp operon	Null	1787519	P0AD92	b1265	4246	JW1257	Null
EG11275	ECK3663	ivbL	None	aa	32	Counterclockwise	3852890	3852988	83.01	3205.91	ilvB operon leader peptide	Leader; Amino acid biosynthesis: Isoleucine, Valine	ilvB operon leader peptide	Null	1790106	P03061	b3672	12002	JW3647	Null
EG11276	ECK3700	tnaC	tnaL	aa	24	Clockwise	3888435	3888509	83.77	2894.41	tryptophanase leader peptide	Leader; Degradation of small molecules: Amino acids	Regulatory leader peptide for tna operon	Null	1790143	P0AD89	b3707	12128	JW3685	Null
EG11277	ECK0001	thrL	None	aa	21	Clockwise	190	255	0.00	2138.46	thr operon leader peptide	Leader; Amino acid biosynthesis: Threonine	Regulatory leader peptide for thrABC operon	Null	1786182	P0AD86	b0001	6	JW4367	Null
EG11279	ECK4241	pyrL	None	aa	44	Counterclockwise	4472399	4472533	96.35	5098.13	pyrBI operon leader peptide	Leader; Pyrimidine ribonucleotide biosynthesis	pyrBI operon regulatory leader peptide	Null	1790694	P0AD83	b4246	13899	JW4205	Null
