	Uniprot Accession	Description	Gene	Peptides.used.for.quantitation	Confidence.score	Molecular weight (Da)	Dataset	Glucose	LB	Glycerol + AA	Acetate	Fumarate	Glucosamine	Glycerol	Pyruvate	Chemostat µ=0.5	Chemostat µ=0.35	Chemostat µ=0.20	Chemostat µ=0.12	Stationary phase 1 day	Stationary phase 3 days	Osmotic-stress glucose	42°C glucose	pH6 glucose	Xylose	Mannose	Galactose 	Succinate	Fructose
319	P23893	Glutamate-1-semialdehyde 2,1-aminomutase OS=Escherichia coli (strain K12) GN=hemL PE=1 SV=2	hemL	15	812.05	45318.36911	2	2909	3785	3661.0	1538	2183	2192	2541	2155	2125	1741	1446	1152	1030	1045	2561	3029	2631	2630.0	2047.0	1741	2068	2686.0
320	P0A887	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE OS=Escherichia coli (strain K12) GN=ubiE PE=1 SV=1	ubiE	15	1039.44	28037.26502	2	929	1739	1488.0	572	799	828	781	813	802	765	620	538	178	197	558	1013	647	756.0	680.0	601	839	836.0
321	P77488	1-deoxy-D-xylulose-5-phosphate synthase OS=Escherichia coli (strain K12) GN=dxs PE=1 SV=3	dxs	15	654.96	67555.79182	2	298	697	433.0	210	325	317	303	308	327	302	262	256	145	79	151	249	143	219.0	292.0	224	319	297.0
322	P15877	Quinoprotein glucose dehydrogenase OS=Escherichia coli (strain K12) GN=gcd PE=1 SV=3	gcd	15	768.4	86673.81201000001	2	43	85	37.0	28	24	87	22	18	76	63	85	107	223	366	224	62	338	78.0	33.0	37	27	36.0
323	P09424	Mannitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=mtlD PE=1 SV=3	mtlD	15	915.0	41095.47588	2	725	1459	1435.0	967	1000	929	1006	565	765	716	681	880	1602	1616	979	1205	1090	790.0	902.0	1033	853	733.0
324	P33570	Transketolase 2 OS=Escherichia coli (strain K12) GN=tktB PE=1 SV=1	tktB	15	1361.71	72978.83065	2	754	379	500.0	962	913	934	923	629	887	935	1177	1474	1150	1227	975	1021	1621	654.0	971.0	1489	853	667.0
325	P13482	Periplasmic trehalase OS=Escherichia coli (strain K12) GN=treA PE=1 SV=1	treA	15	654.59	63578.540179999996	2	66	70	86.0	146	202	131	134	106	108	153	196	276	187	188	108	70	129	54.0	138.0	174	120	56.0
326	P09323	PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) GN=nagE PE=4 SV=1	nagE	15	948.01	68284.89815	2	266	1768	815.0	387	581	1831	545	665	1247	1623	1348	1432	145	172	98	297	157	285.0	927.0	1140	570	502.0
327	P15640	Phosphoribosylamine--glycine ligase OS=Escherichia coli (strain K12) GN=purD PE=1 SV=2	purD	15	1012.69	45893.14698	2	2115	423	2132.0	802	1361	1721	1512	2081	1162	714	526	382	942	855	2205	2173	2339	1705.0	1490.0	800	1335	1885.0
328	P0A7E1	Dihydroorotate dehydrogenase OS=Escherichia coli (strain K12) GN=pyrD PE=1 SV=1	pyrD	15	1053.82	36733.3769	2	1545	519	501.0	615	955	883	1027	704	970	496	307	236	479	479	1044	1100	1186	952.0	685.0	590	1062	1206.0
329	P00963	Aspartate--ammonia ligase OS=Escherichia coli (strain K12) GN=asnA PE=1 SV=1	asnA	15	1013.7	36609.75524	2	1766	601	27652.0	535	581	712	830	1030	1051	579	347	186	81	77	937	701	874	922.0	810.0	363	587	1230.0
330	P04036	Dihydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1	dapB	15	1303.15	28720.561210000003	2	3082	2525	1729.0	1619	1223	1653	1753	1654	1467	1088	977	852	2435	2469	2666	4077	3942	2035.0	1549.0	1068	1115	2282.0
331	P04968	Threonine dehydratase biosynthetic OS=Escherichia coli (strain K12) GN=ilvA PE=1 SV=1	ilvA	15	722.58	56141.72101	2	140	98	97.0	62	93	148	100	150	143	98	79	59	70	50	244	214	188	230.0	104.0	79	107	168.0
332	P04693	Aromatic-amino-acid aminotransferase OS=Escherichia coli (strain K12) GN=tyrB PE=1 SV=1	tyrB	15	1018.46	43492.11181	2	1770	895	1209.0	1566	1500	1548	1376	1719	1499	1386	1008	613	269	273	1542	1494	2404	1909.0	1658.0	1194	1773	2106.0
333	P0AEQ3	Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=glnH PE=1 SV=1	glnH	15	879.41	27155.199910000003	2	6759	5618	9587.0	6784	13170	10571	10621	13815	10760	12194	10291	9544	4209	3662	5608	8436	5242	5215.0	14563.0	10772	14394	7865.0
334	P07001	NAD(P) transhydrogenase subunit alpha OS=Escherichia coli (strain K12) GN=pntA PE=1 SV=2	pntA	15	876.92	54570.52368	2	1938	895	683.0	598	878	1675	1349	1412	2667	1959	1479	1115	768	809	1205	2401	1402	1698.0	1283.0	790	1227	2877.0
335	P0AB67	NAD(P) transhydrogenase subunit beta OS=Escherichia coli (strain K12) GN=pntB PE=1 SV=1	pntB	15	925.02	48673.51161	2	2977	1461	1029.0	835	1351	2472	2158	1747	3721	2534	2207	1713	1164	1088	1549	3677	2007	2363.0	2114.0	958	1415	3580.0
336	P37666	Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3	ghrB	15	627.56	35355.05266	2	1788	1289	1547.0	852	955	1211	1156	1395	1243	789	636	392	601	628	2284	1661	1828	1988.0	1525.0	1050	1136	1676.0
337	P76658	Bifunctional protein hldE OS=Escherichia coli (strain K12) GN=hldE PE=1 SV=1	hldE	15	796.52	51000.70717	2	802	1349	1139.0	424	645	618	741	707	576	523	470	417	423	397	539	934	579	839.0	751.0	620	667	824.0
338	P31224	Acriflavine resistance protein B OS=Escherichia coli (strain K12) GN=acrB PE=1 SV=1	acrB	14	655.93	113482.9154	2	282	643	378.0	212	243	347	304	309	391	330	304	296	361	361	263	406	395	329.0	241.0	172	250	403.0
339	P0A855	Protein tolB OS=Escherichia coli (strain K12) GN=tolB PE=1 SV=1	tolB	14	1048.06	45909.17809	2	1690	1404	2148.0	869	1136	1509	1265	1222	1334	1148	918	783	1396	1224	2072	2410	2741	1475.0	1039.0	919	1047	1404.0
340	P0ACJ8	Catabolite gene activator OS=Escherichia coli (strain K12) GN=crp PE=1 SV=1	crp	14	816.9	23607.36405	2	2048	3450	3525.0	2421	3247	3184	2655	3776	2868	2506	2653	2880	869	1712	2435	2631	3128	2364.0	2536.0	3197	3459	2397.0
341	P29217	UPF0502 protein yceH OS=Escherichia coli (strain K12) GN=yceH PE=1 SV=3	yceH	14	885.12	24144.21298	2	858	1137	902.0	733	660	731	817	730	788	630	538	447	694	653	898	977	901	865.0	809.0	736	636	863.0
342	P30871	Uncharacterized protein ygiF OS=Escherichia coli (strain K12) GN=ygiF PE=4 SV=1	ygiF	14	699.13	48340.9311	2	287	303	334.0	201	239	284	299	289	334	297	254	217	91	101	191	417	275	319.0	272.0	232	260	353.0
343	P63389	Uncharacterized ABC transporter ATP-binding protein YheS OS=Escherichia coli (strain K12) GN=yheS PE=1 SV=1	yheS	14	511.66	71781.04306	2	56	137	103.0	35	53	60	50	45	77	50	45	38	17	21	34	87	37	41.0	39.0	19	31	51.0
344	P04335	Esterase frsA OS=Escherichia coli (strain K12) GN=frsA PE=3 SV=2	frsA	14	810.11	46960.55542	2	248	271	173.0	165	156	199	186	183	170	139	139	115	135	88	207	332	279	222.0	172.0	164	128	194.0
345	P37329	Molybdate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=modA PE=1 SV=1	modA	14	815.75	27329.305480000003	2	757	1058	1227.0	605	1031	712	995	806	1330	9101	9212	8075	366	471	662	833	879	621.0	840.0	811	793	841.0
346	P0AE08	Alkyl hydroperoxide reductase subunit C OS=Escherichia coli (strain K12) GN=ahpC PE=1 SV=2	ahpC	14	1193.7	20730.40145	2	58487	77834	71075.0	56567	57308	74767	57080	54778	52017	51146	46848	36229	6524	5723	73780	85208	75592	66271.0	59399.0	43106	50610	64362.0
347	P0AE52	Putative peroxiredoxin bcp OS=Escherichia coli (strain K12) GN=bcp PE=1 SV=1	bcp	14	862.95	17604.6859	2	7595	7717	8689.0	3520	5109	5791	6662	6910	4919	3941	3373	2465	3802	3601	8639	7540	7854	7392.0	5294.0	4041	4950	7583.0
348	P0A6Z1	Chaperone protein hscA OS=Escherichia coli (strain K12) GN=hscA PE=1 SV=1	hscA	14	1176.24	65594.0187	2	587	1040	821.0	269	315	313	425	307	364	256	173	137	102	105	479	790	393	588.0	356.0	227	324	475.0
349	P0ACA3	Stringent starvation protein A OS=Escherichia coli (strain K12) GN=sspA PE=1 SV=2	sspA	14	841.44	24271.40368	2	4718	8208	5714.0	3173	3915	4024	4210	3805	3402	2675	2417	2149	2855	3063	5539	5011	5602	4631.0	4274.0	3401	4271	4815.0
350	P0A9P4	Thioredoxin reductase OS=Escherichia coli (strain K12) GN=trxB PE=1 SV=2	trxB	14	1168.46	34583.36117	2	4439	5509	5014.0	2115	2561	3082	2845	3365	2679	1976	1665	1288	1348	1454	4304	4942	4305	3505.0	2859.0	2028	2575	3607.0
351	P39099	Protease degQ OS=Escherichia coli (strain K12) GN=degQ PE=1 SV=1	degQ	14	900.95	47158.1467	2	846	848	940.0	702	895	859	1133	1038	892	951	829	814	519	529	744	813	794	838.0	1211.0	984	902	958.0
352	P0AEB2	D-alanyl-D-alanine carboxypeptidase dacA OS=Escherichia coli (strain K12) GN=dacA PE=1 SV=1	dacA	14	1031.63	44397.66983	2	1349	1960	1607.0	614	848	881	1111	1007	897	635	509	467	700	591	1092	1393	1244	1220.0	907.0	629	864	1188.0
353	P0AGC3	Soluble lytic murein transglycosylase OS=Escherichia coli (strain K12) GN=slt PE=1 SV=1	slt	14	665.25	73288.81952	2	80	89	70.0	72	97	60	110	103	59	57	55	66	65	50	96	83	62	84.0	87.0	75	74	72.0
354	P0A9P6	Cold-shock DEAD box protein A OS=Escherichia coli (strain K12) GN=deaD PE=1 SV=2	deaD	14	904.39	70484.62084	2	560	1899	800.0	155	257	294	315	209	470	289	187	119	32	46	230	245	180	299.0	280.0	154	280	479.0
355	P06993	HTH-type transcriptional regulator malT OS=Escherichia coli (strain K12) GN=malT PE=1 SV=2	malT	14	908.69	103035.8991	2	21	75	47.0	24	47	62	43	43	197	196	158	107	11	11	13	12	12	12.0	66.0	20	44	43.0
356	P0AFG0	Transcription antitermination protein nusG OS=Escherichia coli (strain K12) GN=nusG PE=1 SV=2	nusG	14	989.08	20500.46283	2	3934	6938	4984.0	2575	2888	3464	2964	3187	2840	2431	2255	1717	2048	1909	3523	4145	4072	3689.0	3473.0	2408	3223	3673.0
357	P00579	RNA polymerase sigma factor rpoD OS=Escherichia coli (strain K12) GN=rpoD PE=1 SV=2	rpoD	14	805.15	70201.22445	2	648	1657	975.0	435	602	622	591	602	737	557	494	519	461	457	546	947	718	696.0	498.0	372	564	608.0
358	P07012	Peptide chain release factor 2 OS=Escherichia coli (strain K12) GN=prfB PE=1 SV=3	prfB	14	885.4	41207.29926	2	1682	2892	2808.0	1143	1278	1354	1363	1115	1368	1123	885	680	800	889	1864	1729	1815	1776.0	1323.0	941	1256	1572.0
359	P0ABU2	GTP-dependent nucleic acid-binding protein engD OS=Escherichia coli (strain K12) GN=engD PE=1 SV=2	ychF	14	830.86	39624.25951	2	2762	4454	4763.0	915	1573	1837	2133	1685	1753	1258	1065	720	632	564	1892	2222	1801	2000.0	1667.0	1054	1653	2112.0
360	P0A6R0	3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Escherichia coli (strain K12) GN=fabH PE=1 SV=1	fabH	14	940.88	33475.97062	2	2120	3559	3122.0	1481	1677	1780	1894	1952	1454	1377	1244	1097	872	779	1507	1643	2094	1643.0	1374.0	1165	1219	1579.0
361	P77718	tRNA sulfurtransferase OS=Escherichia coli (strain K12) GN=thiI PE=1 SV=1	thiI	14	803.62	54920.70831	2	198	537	278.0	83	106	156	118	104	216	131	117	75	60	48	146	250	160	196.0	148.0	81	142	269.0
362	P0A9C3	Aldose 1-epimerase OS=Escherichia coli (strain K12) GN=galM PE=1 SV=1	galM	14	986.82	38148.75888	2	1240	2363	2130.0	1130	1243	1424	1459	1068	1167	1110	1001	837	816	783	1797	2684	1415	1355.0	1388.0	3098	1265	1279.0
363	P62707	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Escherichia coli (strain K12) GN=gpmA PE=1 SV=2	gpmA	14	994.9	28520.74385	2	12056	17793	15522.0	10381	10626	12452	10895	9316	8972	8719	8277	7994	13828	14928	20937	16501	23776	14826.0	10334.0	9065	9527	11013.0
364	P0AF96	Uncharacterized protein yjgK OS=Escherichia coli (strain K12) GN=yjgK PE=1 SV=1	tabA	14	865.89	16836.604190000002	2	15854	12656	16607.0	17332	14192	13421	16864	11933	16590	15400	14748	10361	7716	8000	17347	16795	22276	19024.0	16832.0	11323	14352	17078.0
365	P0A6L0	Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) GN=deoC PE=1 SV=1	deoC	14	1067.44	27698.323239999998	2	1162	7170	1292.0	855	822	1085	837	781	886	799	809	894	3582	3142	2263	2024	2753	1457.0	907.0	873	703	921.0
366	P0A7D7	Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) GN=purC PE=1 SV=1	purC	14	1044.81	26959.72675	2	8188	1498	7667.0	4918	6718	7162	7056	8675	6902	4804	3610	2828	5028	4964	11080	8893	13138	9074.0	6301.0	4692	6454	7297.0
367	P25524	Cytosine deaminase OS=Escherichia coli (strain K12) GN=codA PE=1 SV=3	codA	14	1354.11	47543.17582	2	3065	691	1068.0	1422	2948	2286	2921	2208	2811	1638	1098	844	833	907	1827	2048	2052	2173.0	2034.0	1482	3621	2963.0
368	P00888	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Escherichia coli (strain K12) GN=aroF PE=1 SV=1	aroF	14	1212.09	38761.41858	2	2076	454	411.0	1423	1042	1096	1980	4245	1231	678	459	354	124	83	633	159	465	327.0	1035.0	1114	1289	3377.0
369	P27248	Aminomethyltransferase OS=Escherichia coli (strain K12) GN=gcvT PE=1 SV=3	gcvT	14	884.86	40103.1916	2	662	2199	2091.0	251	426	563	492	304	405	200	170	135	264	245	462	580	561	395.0	374.0	255	420	563.0
370	P0A877	Tryptophan synthase alpha chain OS=Escherichia coli (strain K12) GN=trpA PE=1 SV=1	trpA	14	879.27	28688.029980000003	2	4387	1705	1516.0	2383	2537	3346	3797	3399	3625	2960	2350	1823	1129	1082	3857	4067	3007	3178.0	2699.0	2617	2359	3863.0
371	P0A6F1	Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) GN=carA PE=1 SV=1	carA	14	1420.06	41387.120460000006	2	9256	792	722.0	2961	4954	4691	5822	3994	4855	2682	1858	1499	3104	2625	5838	8529	7222	5980.0	4198.0	3449	5537	7524.0
372	P04816	Leucine-specific-binding protein OS=Escherichia coli (strain K12) GN=livK PE=1 SV=2	livK	14	890.76	39335.87005	2	2647	391	991.0	1108	2514	2701	2329	1837	2334	2206	1791	1214	771	1069	2447	2770	1882	1874.0	1967.0	1698	2396	2313.0
373	P0ADF6	Phosphogluconate dehydratase OS=Escherichia coli (strain K12) GN=edd PE=2 SV=1	edd	14	977.14	64579.784270000004	1	81	109		31	46	1988	42	35	35	39	31	22	63	33	69	74	63			25	26	
374	P0ABH0	Cell division protein ftsA OS=Escherichia coli (strain K12) GN=ftsA PE=3 SV=1	ftsA	14	672.86	45283.45163	2	572	792	734.0	579	526	445	543	540	603	518	449	402	198	222	501	780	618	634.0	488.0	389	449	564.0
375	P0A9C0	Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli (strain K12) GN=glpA PE=1 SV=1	glpA	14	681.29	58903.373470000006	2	14	463	471.0	15	16	16	476	19	29	17	20	10	36	30	55	24	22	38.0	16.0	23	16	11.0
376	P08957	Type I restriction enzyme EcoKI M protein OS=Escherichia coli (strain K12) GN=hsdM PE=1 SV=1	hsdM	13	1011.42	59251.50285	2	346	768	497.0	105	201	216	226	197	184	129	96	80	58	92	180	382	192	241.0	171.0	122	224	276.0
377	P10121	Cell division protein ftsY OS=Escherichia coli (strain K12) GN=ftsY PE=1 SV=1	ftsY	13	856.81	54461.90734	2	1149	1803	1567.0	690	787	925	898	879	845	904	686	719	538	647	1250	1037	992	875.0	919.0	670	723	889.0
378	P11557	Protein damX OS=Escherichia coli (strain K12) GN=damX PE=1 SV=2	damX	13	790.0	46116.34117	2	911	1194	1091.0	531	638	773	658	618	602	519	475	488	873	615	1353	1387	1236	803.0	617.0	627	553	712.0
379	P0A8M6	UPF0265 protein yeeX OS=Escherichia coli (strain K12) GN=yeeX PE=3 SV=1	yeeX	13	1046.5	12751.744359999999	2	20277	15122	17534.0	10290	10542	15053	16560	9829	15333	11557	10540	9878	9538	10559	20902	21871	18046	25008.0	16261.0	12231	10770	25654.0
380	P23839	UPF0701 protein yicC OS=Escherichia coli (strain K12) GN=yicC PE=1 SV=2	yicC	13	681.74	33136.27252	2	710	963	853.0	635	781	656	750	783	748	634	586	571	444	419	695	754	824	718.0	593.0	686	733	769.0
381	P0A9U3	Uncharacterized ABC transporter ATP-binding protein YbiT OS=Escherichia coli (strain K12) GN=ybiT PE=1 SV=1	ybiT	13	648.53	59802.32729	2	343	737	381.0	137	182	206	206	161	196	159	124	96	96	100	174	227	169	227.0	205.0	127	193	285.0
382	P0A8E1	UPF0227 protein ycfP OS=Escherichia coli (strain K12) GN=ycfP PE=3 SV=1	ycfP	13	541.76	21194.6877	2	793	965	793.0	733	749	757	808	688	753	726	694	699	453	388	1226	1244	1617	899.0	843.0	912	757	765.0
383	P0A6P5	GTPase Der OS=Escherichia coli (strain K12) GN=der PE=1 SV=1	der	13	689.91	54983.4506	2	267	369	289.0	182	161	182	168	193	349	264	234	196	82	77	114	183	206	188.0	163.0	121	122	232.0
384	P0ADV7	Probable phospholipid-binding protein mlaC OS=Escherichia coli (strain K12) GN=mlaC PE=1 SV=1	mlaC	13	552.74	23929.474469999997	2	1567	2178	2248.0	801	1303	1680	1550	1325	1024	1031	984	870	1163	1011	1767	1791	1753	1399.0	1421.0	1539	1353	1391.0
385	P00448	Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) GN=sodA PE=1 SV=2	sodA	13	839.37	23064.63928	2	21660	27082	33717.0	24614	30246	24695	25317	22602	23528	20650	17327	15728	18208	18771	33132	19632	31614	26720.0	30605.0	25701	28643	28499.0
386	P08622	Chaperone protein dnaJ OS=Escherichia coli (strain K12) GN=dnaJ PE=1 SV=3	dnaJ	13	623.88	41056.47202	2	688	2011	1493.0	494	756	720	742	589	667	582	451	366	651	475	664	1798	842	773.0	589.0	426	598	605.0
387	P0ABC3	Modulator of FtsH protease HflC OS=Escherichia coli (strain K12) GN=hflC PE=1 SV=1	hflC	13	853.85	37608.49134	2	1290	2128	1473.0	725	1131	896	1410	1191	991	833	682	593	692	635	1068	1248	988	1312.0	1228.0	859	1046	1399.0
388	P76403	Uncharacterized protease yegQ OS=Escherichia coli (strain K12) GN=yegQ PE=3 SV=1	yegQ	13	605.28	51142.48352	2	265	684	273.0	169	175	198	169	120	220	166	122	119	35	40	206	383	239	252.0	150.0	82	193	229.0
389	P09147	UDP-glucose 4-epimerase OS=Escherichia coli (strain K12) GN=galE PE=1 SV=1	galE	13	890.85	37223.630880000004	2	621	1752	1436.0	526	632	773	606	649	547	643	549	451	325	289	615	438	384	523.0	748.0	5287	610	628.0
390	P37747	UDP-galactopyranose mutase OS=Escherichia coli (strain K12) GN=glf PE=1 SV=1	glf	13	570.69	42920.75887	2	836	1590	1284.0	607	654	617	652	526	653	531	364	301	149	141	625	402	665	739.0	578.0	297	573	671.0
391	P77211	Cation efflux system protein CusC OS=Escherichia coli (strain K12) GN=cusC PE=1 SV=1	cusC	13	1003.52	50220.61396	2	1475	605	389.0	1188	1554	466	1834	982	830	744	547	511	425	250	467	986	1343	1252.0	1346.0	1398	1594	1827.0
392	P0A8F8	UvrABC system protein B OS=Escherichia coli (strain K12) GN=uvrB PE=1 SV=2	uvrB	13	697.37	76160.43622	2	134	158	128.0	113	122	131	141	112	135	134	150	156	145	133	162	191	173	184.0	153.0	150	134	119.0
393	P0ACQ4	Hydrogen peroxide-inducible genes activator OS=Escherichia coli (strain K12) GN=oxyR PE=1 SV=1	oxyR	13	827.5	34235.73131	2	395	578	473.0	209	316	366	374	424	374	344	317	253	160	135	274	409	355	374.0	364.0	343	325	451.0
394	P0ACP7	HTH-type transcriptional repressor purR OS=Escherichia coli (strain K12) GN=purR PE=1 SV=2	purR	13	830.73	38132.24798	2	826	645	918.0	546	744	767	672	791	851	796	680	699	370	333	514	1060	671	780.0	583.0	519	729	756.0
395	P0A8N5	Lysyl-tRNA synthetase, heat inducible OS=Escherichia coli (strain K12) GN=lysU PE=1 SV=2	lysU	13	1450.08	57772.14117	2	493	2372	696.0	267	338	381	394	274	434	328	284	267	331	291	329	728	512	479.0	334.0	251	297	414.0
396	P0AG55	50S ribosomal protein L6 OS=Escherichia coli (strain K12) GN=rplF PE=1 SV=2	rplF	13	868.08	18874.15082	2	18104	50099	33659.0	8547	13847	14031	16302	12044	15531	10364	8051	6966	7760	7676	15876	20363	16942	17521.0	13429.0	10067	14716	21401.0
397	P0A847	Queuine tRNA-ribosyltransferase OS=Escherichia coli (strain K12) GN=tgt PE=1 SV=1	tgt	13	848.99	42548.22854	2	846	1067	1361.0	369	478	383	480	352	369	243	186	206	221	216	452	681	656	480.0	375.0	261	508	524.0
398	P00954	Tryptophanyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=trpS PE=1 SV=3	trpS	13	828.1	37396.06115	2	1818	2000	2251.0	925	1098	1139	1372	1221	1092	854	655	614	539	505	1254	2096	1871	1459.0	1166.0	823	1136	1550.0
399	P0AAI5	3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Escherichia coli (strain K12) GN=fabF PE=1 SV=2	fabF	13	1121.67	43000.55275	2	1917	4916	4766.0	1236	1825	1873	2138	1578	1890	1624	1399	1173	1430	1162	2361	2604	2091	2652.0	1909.0	1948	2196	2270.0
400	P0AEK2	3-oxoacyl-[acyl-carrier-protein] reductase OS=Escherichia coli (strain K12) GN=fabG PE=1 SV=1	fabG	13	906.71	25526.19579	2	4675	8991	7632.0	2521	3354	3515	3492	3347	2992	2481	1920	1747	1663	1530	3623	3236	3880	3833.0	3499.0	2531	4198	3911.0
401	P0A6T5	GTP cyclohydrolase 1 OS=Escherichia coli (strain K12) GN=folE PE=1 SV=2	folE	13	818.81	24796.907619999998	2	14176	1659	2574.0	2920	4856	5830	6842	5102	5775	3189	2087	1294	1026	1151	10153	6804	9821	10012.0	4257.0	3466	5244	8801.0
402	P30011	Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Escherichia coli (strain K12) GN=nadC PE=1 SV=7	nadC	13	701.08	32723.948630000003	2	631	568	597.0	405	490	484	562	597	431	400	311	291	184	201	519	474	660	802.0	609.0	508	560	654.0
403	P0A6T3	Galactokinase OS=Escherichia coli (strain K12) GN=galK PE=1 SV=2	galK	13	861.04	41397.83668	2	369	1786	1355.0	520	610	795	591	517	529	589	551	442	275	221	486	511	278	432.0	777.0	4778	713	499.0
404	P0A6V8	Glucokinase OS=Escherichia coli (strain K12) GN=glk PE=1 SV=1	glk	13	908.61	34682.97956	2	497	610	1061.0	600	671	1044	975	623	1035	852	952	888	282	298	509	639	692	965.0	1002.0	1113	767	1525.0
405	P00946	Mannose-6-phosphate isomerase OS=Escherichia coli (strain K12) GN=manA PE=1 SV=1	manA	13	667.04	42804.99234	2	914	2033	2091.0	901	905	846	887	850	913	767	656	556	434	538	1186	975	871	1070.0	748.0	467	817	846.0
406	P06999	6-phosphofructokinase isozyme 2 OS=Escherichia coli (strain K12) GN=pfkB PE=1 SV=2	pfkB	13	816.88	32417.84255	2	939	609	804.0	805	834	807	844	779	792	649	575	463	1151	1520	3358	2151	3045	1771.0	1544.0	1110	1157	1151.0
407	P76015	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK OS=Escherichia coli (strain K12) GN=dhaK PE=1 SV=2	dhaK	13	772.17	38173.13622	2	754	945	2239.0	645	810	1229	2381	779	997	991	869	970	172	210	545	376	418	719.0	1081.0	801	678	642.0
408	P0A993	Fructose-1,6-bisphosphatase class 1 OS=Escherichia coli (strain K12) GN=fbp PE=1 SV=1	fbp	13	852.29	36792.64622	2	944	3235	2204.0	1859	1664	1118	1085	2429	979	914	803	608	727	531	1415	1213	1172	1338.0	1214.0	968	1821	899.0
409	P0AAG8	Galactose/methyl galactoside import ATP-binding protein MglA OS=Escherichia coli (strain K12) GN=mglA PE=1 SV=1	mglA	13	780.52	56361.45375	2	25	336	225.0	115	236	203	170	211	360	483	388	390	24	21	23	43	19	86.0	331.0	533	249	122.0
410	P0AG80	sn-glycerol-3-phosphate-binding periplasmic protein ugpB OS=Escherichia coli (strain K12) GN=ugpB PE=1 SV=1	ugpB	13	717.41	48400.01535	2	113	180	202.0	163	309	203	173	192	211	327	423	550	284	323	173	144	173	80.0	213.0	310	162	99.0
411	P0A6D3	3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=aroA PE=1 SV=1	aroA	13	954.72	46048.45409	2	2056	658	1004.0	637	770	1282	1151	1018	799	552	445	370	744	648	2054	2107	2553	1633.0	827.0	866	911	1644.0
412	P06986	Histidinol-phosphate aminotransferase OS=Escherichia coli (strain K12) GN=hisC PE=1 SV=2	hisC	13	786.12	39317.28634	2	2203	340	3144.0	653	921	1246	1614	1008	1443	1089	1139	777	343	368	1423	2389	1741	1478.0	1350.0	1443	1096	1522.0
